1	Rev.	Reu.	NNP	O	Rev.	nn	2	1	['P1,1227 81 1303 112']
25	to	to	TO	O	to	_	0	64	['P5,1185 2616 1270 2683']
26	the	the	DT	O	the	det	28	64	['P5,1297 2611 1438 2683']
27	Portezuelo	Portezuelo	NNP	O	Portezuelo	nn	28	64	['P5,1467 2611 1940 2683']
28	Formation	For-matio	NN	O	formation	prep_to	24	64	['P5,1969 2611 2147 2683', 'P5,12 2727 349 2798']
29	.	n.	.	O	.	_	0	64	['P5,1969 2611 2147 2683', 'P5,12 2727 349 2798']

1	Description	Description	NN	O	description	_	0	65	['P5,7 2959 516 3050']

1	The	The	DT	O	the	det	3	66	['P5,165 3075 336 3147']
2	preserved	preserved	JJ	O	preserved	amod	3	66	['P5,382 3075 822 3166']
3	portion	portion	NN	O	portion	_	0	66	['P5,865 3075 1196 3166']
4	of	of	IN	O	of	_	0	66	['P5,1242 3075 1333 3147']
5	humerus	humerus	NN	O	humerus	nn	7	66	['P5,1369 3075 1765 3148']
6	(	(	CD	NUMBER	(	num	7	66	['P5,1818 3074 2016 3166']
7	Fig	Fig	NN	O	fig	prep_of	3	66	['P5,1818 3074 2016 3166']
8	.	.	.	O	.	_	0	66	['P5,1818 3074 2016 3166']

1	1	1	CD	NUMBER	1	num	2	67	['P5,2072 3074 2147 3157']
2	)	)	CD	NUMBER	)	nsubj	4	67	['P5,2072 3074 2147 3157']
3	closely	closely	RB	O	closely	advmod	4	67	['P5,12 3191 312 3282']
4	matches	matches	VBZ	O	match	_	0	67	['P5,337 3191 703 3264']
5	the	the	DT	O	the	det	6	67	['P5,731 3191 872 3263']
6	morphology	morphology	NN	O	morphology	nsubj	37	67	['P5,902 3191 1431 3282']
7	of	of	IN	O	of	_	0	67	['P5,1456 3191 1547 3263']
8	the	the	DT	O	the	det	11	67	['P5,1564 3191 1705 3263']
9	Malagasy	Malagasy	JJ	MISC	malagasy	amod	11	67	['P5,1733 3191 2153 3282']
10	abelisauroid	abelisauroid	NN	O	abelisauroid	nn	11	67	['P5,12 3307 559 3380']
11	Masiakasaurus	Masiakasourus	NN	O	masiakasaurus	prep_of	6	67	['P5,586 3306 1278 3379']
12	knop?eri	knopfleri	NN	O	knop?eri	nn	14	67	['P5,1312 3306 1711 3398']
13	(	(	CD	NUMBER	(	num	14	67	['P5,1754 3306 2148 3389']
14	Carrano	Carrano	NNP	PERSON	Carrano	dep	11	67	['P5,1754 3306 2148 3389']
15	et	et	FW	O	et	nn	16	67	['P5,10 3432 85 3495']
16	al.	al.	FW	O	al.	dep	14	67	['P5,109 3422 245 3512']
17	,	,	,	O	,	_	0	67	['P5,109 3422 245 3512']
18	2002	2002	CD	DATE	2002	num	19	67	['P5,277 3422 547 3512']
19	)	)	NN	O	)	appos	14	67	['P5,277 3422 547 3512']
20	,	,	,	O	,	_	0	67	['P5,277 3422 547 3512']
21	thus	thus	RB	O	thus	advmod	22	67	['P5,576 3423 771 3496']
22	suggesting	suggesting	VBG	O	suggest	partmod	14	67	['P5,802 3423 1279 3514']
23	that	that	IN	O	that	complm	33	67	['P5,1301 3423 1484 3495']
24	the	the	DT	O	the	det	25	67	['P5,1510 3423 1652 3495']
25	bone	bone	NN	O	bone	nsubj	33	67	['P5,1679 3423 1916 3512']
26	,	,	,	O	,	_	0	67	['P5,1679 3423 1916 3512']
27	as	as	IN	O	as	prep	33	67	['P5,1947 3446 2035 3496']
28	in	in	IN	O	in	pcomp	27	67	['P5,2064 3423 2150 3494']
29	this	this	DT	O	this	det	30	67	['P5,11 3539 178 3612']
30	dinosaur	dinosaur	NN	O	dinosaur	pobj	28	67	['P5,219 3539 621 3628']
31	,	,	,	O	,	_	0	67	['P5,219 3539 621 3628']
32	was	was	VBD	O	be	cop	33	67	['P5,662 3562 827 3612']
33	long	long	JJ	O	long	ccomp	22	67	['P5,868 3539 1061 3630']
34	and	and	CC	O	and	_	0	67	['P5,1096 3539 1259 3611']
35	slender	slender	JJ	O	slender	ccomp	22	67	['P5,1298 3539 1624 3612']
36	when	when	WRB	O	when	advmod	37	67	['P5,1661 3539 1899 3611']
37	complete	com-plet	JJ	O	complete	xcomp	4	67	['P5,1939 3562 2147 3611', 'P5,11 3655 255 3746']
38	.	e.	.	O	.	_	0	67	['P5,1939 3562 2147 3611', 'P5,11 3655 255 3746']

1	On	On	IN	O	on	_	0	68	['P5,306 3654 437 3727']
2	the	the	DT	O	the	det	3	68	['P5,481 3655 624 3727']
3	basis	basis	NN	O	basis	prep_on	17	68	['P5,669 3655 892 3728']
4	of	of	IN	O	of	_	0	68	['P5,939 3655 1030 3727']
5	the	the	DT	O	the	det	8	68	['P5,1065 3655 1208 3727']
6	maximum	maximum	NN	O	maximum	nn	8	68	['P5,1255 3655 1706 3727']
7	proximal	proximal	JJ	O	proximal	amod	8	68	['P5,1749 3655 2150 3746']
8	width	width	NN	O	width	prep_of	3	68	['P6,11 19 267 91']
9	of	of	IN	O	of	_	0	68	['P6,294 19 386 91']
10	humerus	humerus	NN	O	humerus	nn	11	68	['P6,404 19 797 91']
11	(	(	NN	O	(	prep_of	8	68	['P6,833 18 990 101']
12	5.1	5.1	CD	NUMBER	5.1	num	14	68	['P6,833 18 990 101']
13	cm	cm	NN	O	cm	nn	14	68	['P6,1022 18 1209 107']
14	)	)	NN	O	)	dep	11	68	['P6,1022 18 1209 107']
15	,	,	,	O	,	_	0	68	['P6,1022 18 1209 107']
16	We	we	PRP	O	we	nsubj	17	68	['P6,1239 42 1357 91']
17	estimate	estimate	VBP	O	estimate	_	0	68	['P6,1387 19 1767 91']
18	that	that	IN	O	that	complm	28	68	['P6,1797 19 1980 91']
19	the	the	DT	O	the	det	21	68	['P6,2008 19 2149 91']
20	Whole	whole	JJ	O	whole	amod	21	68	['P6,11 135 270 207']
21	length	length	NN	O	length	nsubj	28	68	['P6,303 135 589 226']
22	of	of	IN	O	of	_	0	68	['P6,619 135 710 207']
23	the	the	DT	O	the	det	24	68	['P6,731 135 871 207']
24	bone	bone	NN	O	bone	prep_of	21	68	['P6,902 135 1113 207']
25	was	was	VBD	O	be	cop	28	68	['P6,1145 158 1310 208']
26	roughly	roughly	RB	O	roughly	quantmod	27	68	['P6,1342 135 1687 226']
27	30	30	CD	NUMBER	30	num	28	68	['P6,1717 136 1817 207']
28	cm	cm	NN	O	cm	ccomp	17	68	['P6,1851 158 1999 207']
29	.	.	.	O	.	_	0	68	['P6,1851 158 1999 207']

1	The	The	DT	O	the	det	3	69	['P6,165 251 335 323']
2	humeral	humeral	JJ	O	humeral	amod	3	69	['P6,362 251 736 323']
3	head	head	NN	O	head	nsubjpass	5	69	['P6,762 251 973 323']
4	is	is	VBZ	O	be	auxpass	5	69	['P6,998 251 1066 324']
5	rounded	rounded	VBN	O	round	_	0	69	['P6,1091 251 1462 323']
6	and	and	CC	O	and	_	0	69	['P6,1486 251 1648 323']
7	proximally	proximally	RB	O	proximally	advmod	8	69	['P6,1671 251 2152 342']
8	in?ated	inflate	VBN	O	in?ated	conj_and	5	69	['P6,12 367 402 456']
9	,	d,	,	O	,	_	0	69	['P6,12 367 402 456']
10	resembling	resembling	VBG	O	resemble	xcomp	8	69	['P6,454 367 977 458']
11	the	the	DT	O	the	det	13	69	['P6,1021 367 1167 439']
12	basal	basal	JJ	O	basal	amod	13	69	['P6,1216 367 1456 440']
13	ceratosaurian	ceratosaurian	NN	O	ceratosaurian	attr	10	69	['P6,1506 367 2150 440']
14	Elaphrosaurus	Elaphrosaurus	NN	O	elaphrosaurus	nn	16	69	['P6,7 482 701 574']
15	(	(	CD	NUMBER	(	num	16	69	['P6,757 482 1129 572']
16	Galton	Galton	NNP	PERSON	Galton	dep	13	69	['P6,757 482 1129 572']
17	,	,	,	O	,	_	0	69	['P6,757 482 1129 572']
18	1982	1982	CD	DATE	1982	num	19	69	['P6,1188 482 1432 565']
19	)	)	NN	O	)	attr	10	69	['P6,1188 482 1432 565']
20	and	and	CC	O	and	_	0	69	['P6,1485 483 1652 555']
21	the	the	DT	O	the	det	22	69	['P6,1699 483 1845 555']
22	abelisauroids	abeli-sauroids	NNS	O	abelisauroid	conj_and	19	69	['P6,1895 483 2148 555', 'P6,13 598 402 670']
23	Carnotaurus	Carnotaurus	NNP	MISC	Carnotaurus	nn	25	69	['P6,454 597 1070 686']
24	,	,	,	O	,	_	0	69	['P6,454 597 1070 686']
25	Aucasaurus	Aucasaurus	NNP	O	Aucasaurus	dep	22	69	['P6,1116 597 1699 686']
26	,	,	,	O	,	_	0	69	['P6,1116 597 1699 686']
27	and	and	CC	O	and	_	0	69	['P6,1753 598 1921 670']
28	Masiakasaurus	Ma-siakasaurus	NNP	O	Masiakasaurus	attr	10	69	['P6,1964 598 2145 670', 'P6,10 713 558 786']
29	(	(	CD	NUMBER	(	num	30	69	['P6,609 713 851 805']
30	Figs	Figs	NNS	O	fig	dep	28	69	['P6,609 713 851 805']
31	.	.	.	O	.	_	0	69	['P6,609 713 851 805']

1	2-4	2-4	CD	NUMBER	2-4	_	0	70	['P6,903 713 1098 796']
2	)	)	NN	O	)	dep	1	70	['P6,903 713 1098 796']
3	.	.	.	O	.	_	0	70	['P6,903 713 1098 796']

1	This	This	DT	O	this	det	2	71	['P6,1149 714 1345 787']
2	condition	condition	NN	O	condition	nsubj	3	71	['P6,1393 714 1814 786']
3	distinguishes	distin-guishes	VBZ	O	distinguish	dep	12	71	['P6,1860 714 2148 787', 'P6,15 830 344 921']
4	MCF-PVPH	MCF-PVPH	NN	O	mcf-pvph	dobj	3	71	['P6,384 829 911 902']
5	53	53	CD	NUMBER	53	num	6	71	['P6,953 831 1052 902']
6	(	(	NN	O	(	npadvmod	3	71	['P6,1101 829 1505 921']
7	together	together	RB	O	together	_	0	71	['P6,1101 829 1505 921']
8	with	with	IN	O	with	_	0	71	['P6,1544 830 1743 902']
9	the	the	DT	O	the	det	11	71	['P6,1781 830 1921 902']
10	four	four	CD	NUMBER	four	num	11	71	['P6,1963 830 2147 902']
11	taxa	taxa	NN	O	taxa	prep_together_with	3	71	['P6,14 951 205 1018']
12	cited	cited	VBD	O	cite	_	0	71	['P6,231 946 444 1018']
13	before	before	IN	O	before	_	0	71	['P6,469 945 779 1028']
14	)	)	CD	NUMBER	)	prep_before	12	71	['P6,469 945 779 1028']
15	from	from	IN	O	from	_	0	71	['P6,812 946 1024 1018']
16	the	the	DT	O	the	det	18	71	['P6,1050 946 1191 1018']
17	remaining	remaining	VBG	O	remain	amod	18	71	['P6,1219 946 1683 1037']
18	theropods	theropods	NNS	O	theropod	prep_from	12	71	['P6,1705 946 2145 1037']
19	(	(	CD	NUMBER	(	dep	18	71	['P6,20 1060 243 1152']
20	e.g.	e.g.	FW	O	e.g.	nsubj	12	71	['P6,20 1060 243 1152']
21	,	,	,	O	,	_	0	71	['P6,20 1060 243 1152']
22	Syntarsus	Syntarsus	NNP	O	Syntarsus	nn	29	71	['P6,298 1060 803 1152']
23	,	,	,	O	,	_	0	71	['P6,298 1060 803 1152']
24	Ceratosaurus	Ceratosaurus	NNP	O	Ceratosaurus	appos	29	71	['P6,866 1060 1534 1150']
25	,	,	,	O	,	_	0	71	['P6,866 1060 1534 1150']
26	Allosaurus	Allosaurus	NNP	O	Allosaurus	appos	29	71	['P6,1583 1060 2139 1148']
27	,	,	,	O	,	_	0	71	['P6,1583 1060 2139 1148']
28	Deinonychus	Deinonyckus	NNP	MISC	Deinonychus	appos	29	71	['P6,10 1177 669 1269']
29	)	)	NNP	O	)	appos	20	71	['P6,10 1177 669 1269']
30	,	,	,	O	,	_	0	71	['P6,10 1177 669 1269']
31	in	in	IN	O	in	_	0	71	['P6,721 1178 809 1249']
32	which	which	WDT	O	which	rel	38	71	['P6,858 1178 1132 1250']
33	the	the	DT	O	the	det	35	71	['P6,1179 1178 1324 1250']
34	humeral	humeral	JJ	O	humeral	amod	35	71	['P6,1375 1178 1761 1250']
35	head	head	NN	O	head	nsubj	38	71	['P6,1811 1178 2028 1250']
36	is	is	VBZ	O	be	cop	38	71	['P6,2076 1178 2146 1251']
37	kidned-shaped	kidned-shaped	JJ	O	kidned-shaped	amod	38	71	['P6,15 1294 662 1385']
38	(	(	NN	O	(	rcmod	29	71	['P6,702 1293 817 1376']
39	in	in	IN	O	in	_	0	71	['P6,702 1293 817 1376']
40	proximal	proximal	JJ	O	proximal	amod	42	71	['P6,851 1294 1246 1385']
41	view	view	NN	O	view	nn	42	71	['P6,1278 1293 1512 1376']
42	)	)	NN	O	)	prep_in	38	71	['P6,1278 1293 1512 1376']
43	and	and	CC	O	and	_	0	71	['P6,1550 1294 1713 1366']
44	?attened	flattened	JJ	O	?attened	amod	45	71	['P6,1746 1294 2147 1366']
45	(	(	NN	O	(	rcmod	29	71	['P6,20 1409 136 1492']
46	in	in	IN	O	in	_	0	71	['P6,20 1409 136 1492']
47	cranial	cranial	JJ	O	cranial	amod	49	71	['P6,166 1410 473 1482']
48	aspect	aspect	NN	O	aspect	nn	49	71	['P6,503 1409 837 1501']
49	)	)	NN	O	)	prep_in	45	71	['P6,503 1409 837 1501']
50	.	.	.	O	.	_	0	71	['P6,503 1409 837 1501']

1	However	However	RB	O	however	advmod	5	72	['P6,871 1410 1277 1499']
2	,	,	,	O	,	_	0	72	['P6,871 1410 1277 1499']
3	MCF-PVPH	MCF-PVPH	NN	O	mcf-pvph	nsubj	5	72	['P6,1308 1409 1836 1482']
4	53	53	CD	NUMBER	53	num	3	72	['P6,1867 1411 1965 1482']
5	has	has	VBZ	O	have	_	0	72	['P6,1998 1410 2145 1483']
6	a	a	DT	O	a	det	8	72	['P6,15 1549 64 1597']
7	humeral	humeral	JJ	O	humeral	amod	8	72	['P6,102 1526 476 1597']
8	head	head	NN	O	head	dobj	5	72	['P6,516 1526 726 1597']
9	that	that	WDT	O	that	nsubj	10	72	['P6,766 1526 950 1597']
10	looks	looks	VBZ	O	look	rcmod	8	72	['P6,990 1526 1217 1598']
11	more	more	RBR	O	more	advmod	12	72	['P6,1258 1549 1482 1597']
12	plesiomorphic	plesiomorphic	JJ	O	plesiomorphic	acomp	10	72	['P6,1522 1526 2146 1616']
13	than	than	IN	O	than	_	0	72	['P6,13 1641 219 1713']
14	Carnotaurus	Carnotaurus	NNP	MISC	Carnotaurus	prep_than	12	72	['P6,254 1640 814 1713']
15	and	and	CC	O	and	_	0	72	['P6,849 1641 1012 1713']
16	Masiakasaurus	Masiakasaurus	NNP	PERSON	Masiakasaurus	prep_than	12	72	['P6,1037 1640 1752 1730']
17	,	,	,	O	,	_	0	72	['P6,1037 1640 1752 1730']
18	in	in	IN	O	in	_	0	72	['P6,1788 1641 1873 1712']
19	being	being	VBG	O	be	auxpass	22	72	['P6,1904 1641 2152 1732']
20	craniocaudally	craniocaudally	RB	O	craniocaudally	advmod	22	72	['P6,15 1757 655 1847']
21	more	more	RBR	O	more	advmod	22	72	['P6,676 1780 896 1828']
22	compressed	compressed	VBN	O	compress	prepc_in	10	72	['P6,920 1757 1427 1847']
23	than	than	IN	O	than	dep	22	72	['P6,1448 1757 1650 1828']
24	in	in	IN	O	in	_	0	72	['P6,1673 1757 1758 1827']
25	the	the	DT	O	the	det	28	72	['P6,1780 1757 1919 1828']
26	later	later	JJ	O	later	amod	28	72	['P6,1943 1757 2147 1828']
27	two	two	CD	NUMBER	two	num	28	72	['P6,14 1877 173 1944']
28	taxa	taxa	NN	O	taxa	prep_in	22	72	['P6,204 1877 395 1944']
29	(	(	CD	NUMBER	(	num	30	72	['P6,430 1871 625 1963']
30	Fig	Fig	NN	O	fig	dep	28	72	['P6,430 1871 625 1963']
31	.	.	.	O	.	_	0	72	['P6,430 1871 625 1963']

1	4	4	CD	NUMBER	4	_	0	73	['P6,661 1871 768 1954']
2	)	)	NN	O	)	dep	1	73	['P6,661 1871 768 1954']
3	.	.	.	O	.	_	0	73	['P6,661 1871 768 1954']

1	In	In	IN	O	in	_	0	74	['P6,166 1988 261 2059']
2	MCF-PVPH	MCF-PVPH	NN	O	mcf-pvph	prep_in	8	74	['P6,296 1987 822 2060']
3	53	53	CD	NUMBER	53	num	2	74	['P6,860 1989 959 2060']
4	the	the	DT	O	the	det	6	74	['P6,997 1988 1137 2060']
5	greater	greater	JJR	O	greater	amod	6	74	['P6,1176 1993 1496 2079']
6	tubercle	tubercle	NN	O	tubercle	nsubj	8	74	['P6,1531 1988 1894 2060']
7	is	is	VBZ	O	be	cop	8	74	['P6,1931 1988 1999 2061']
8	located	lo-cated	JJ	O	located	_	0	74	['P6,2037 1988 2144 2060', 'P6,15 2104 250 2175']
9	on	on	IN	O	on	_	0	74	['P6,282 2127 388 2175']
10	the	the	DT	O	the	det	12	74	['P6,421 2104 562 2175']
11	proximolateral	proximolateral	JJ	O	proximolateral	amod	12	74	['P6,596 2104 1255 2194']
12	corner	corner	NN	O	corner	prep_on	8	74	['P6,1289 2127 1576 2175']
13	of	of	IN	O	of	_	0	74	['P6,1609 2104 1700 2175']
14	humerus	humerus	NN	O	humerus	prep_of	12	74	['P6,1724 2104 2142 2192']
15	;	;	:	O	;	_	0	74	['P6,1724 2104 2142 2192']
16	it	it	PRP	O	it	nsubjpass	20	74	['P6,15 2219 79 2290']
17	is	is	VBZ	O	be	auxpass	18	74	['P6,112 2219 180 2291']
18	reduced	reduced	VBN	O	reduce	parataxis	8	74	['P6,213 2219 565 2290']
19	and	and	CC	O	and	_	0	74	['P6,597 2219 759 2290']
20	located	located	VBN	O	locate	conj_and	18	74	['P6,791 2219 1106 2290']
21	at	at	IN	O	at	_	0	74	['P6,1138 2224 1223 2290']
22	level	level	NN	O	level	prep_at	18	74	['P6,1257 2219 1460 2290']
23	With	with	IN	O	with	_	0	74	['P6,1492 2219 1692 2290']
24	the	the	DT	O	the	det	25	74	['P6,1723 2219 1863 2290']
25	internal	inter-nal	JJ	O	internal	prep_with	22	74	['P6,1897 2219 2144 2290', 'P6,15 2334 152 2405']

1	tuberosity	tuberosity	NN	O	tuberosity	nsubj	9	75	['P6,177 2334 643 2424']
2	,	,	,	O	,	_	0	75	['P6,177 2334 643 2424']
3	as	as	IN	O	as	mark	5	75	['P6,672 2357 760 2406']
4	it	it	PRP	O	it	nsubj	5	75	['P6,788 2334 852 2405']
5	occurs	occurs	VBZ	O	occur	dep	1	75	['P6,879 2357 1159 2406']
6	in	in	IN	O	in	_	0	75	['P6,1186 2334 1272 2404']
7	other	other	JJ	O	other	amod	8	75	['P6,1298 2334 1535 2405']
8	abelisauroids	abelisauroids	NNS	O	abelisauroid	prep_in	5	75	['P6,1560 2334 2146 2406']
9	(	(	VBP	O	(	_	0	75	['P6,20 2447 105 2530']
10	e.	e.	NN	O	e.	nn	11	75	['P6,20 2447 105 2530']
11	g.	g.	NN	O	g.	dobj	9	75	['P6,110 2470 184 2539']
12	,	,	,	O	,	_	0	75	['P6,201 2508 216 2537']
13	M	M	NN	O	m	nn	14	75	['P6,237 2448 334 2519']
14	asiakasaurus	asiakasaurus	NN	O	asiakasaurus	appos	11	75	['P6,331 2447 939 2537']
15	,	,	,	O	,	_	0	75	['P6,331 2447 939 2537']
16	Aucasaurus	Aucasaurus	NNP	O	Aucasaurus	appos	11	75	['P6,958 2447 1505 2537']
17	,	,	,	O	,	_	0	75	['P6,958 2447 1505 2537']
18	Carnotaurus	Carnotaurus	NNP	O	Carnotaurus	appos	11	75	['P6,1534 2447 2143 2530']
19	)	)	CD	NUMBER	)	num	18	75	['P6,1534 2447 2143 2530']
20	.	.	.	O	.	_	0	75	['P6,1534 2447 2143 2530']

1	This	This	DT	O	this	det	2	76	['P6,16 2565 214 2637']
2	condition	condition	NN	O	condition	nsubj	3	76	['P6,263 2565 688 2636']
3	differs	differs	VBZ	O	differ	_	0	76	['P6,734 2565 1024 2637']
4	from	from	IN	O	from	_	0	76	['P6,1072 2565 1287 2636']
5	that	that	DT	O	that	prep_from	3	76	['P6,1331 2565 1517 2636']
6	of	of	IN	O	of	_	0	76	['P6,1564 2565 1656 2636']
7	basal	basal	JJ	O	basal	amod	8	76	['P6,1691 2565 1923 2637']
8	theropods	the-ropods	NNS	O	theropod	prep_of	5	76	['P6,1969 2565 2144 2636', 'P6,13 2679 315 2770']
9	(	(	VBP	O	(	rcmod	8	76	['P6,369 2678 577 2770']
10	e.g.	e.g.	FW	O	e.g.	nsubj	17	76	['P6,369 2678 577 2770']
11	,	,	,	O	,	_	0	76	['P6,369 2678 577 2770']
12	Syntarsus	Syntarsus	FW	O	syntarsus	nn	13	76	['P6,626 2678 1142 2770']
13	)	)	FW	O	)	appos	10	76	['P6,626 2678 1142 2770']
14	,	,	,	O	,	_	0	76	['P6,626 2678 1142 2770']
15	basal	basal	JJ	O	basal	amod	16	76	['P6,1190 2679 1425 2752']
16	ceratosaurians	ceratosaurians	NNS	O	ceratosaurian	appos	13	76	['P6,1473 2679 2144 2752']
17	(	(	VBP	O	(	ccomp	9	76	['P6,20 2794 220 2886']
18	e.g.	e.g.	FW	O	e.g.	dobj	17	76	['P6,20 2794 220 2886']
19	,	,	,	O	,	_	0	76	['P6,20 2794 220 2886']
20	Ceratosaurus	Ceratosaurus	NNP	O	Ceratosaurus	nn	21	76	['P6,269 2794 889 2877']
21	)	)	NN	O	)	conj_and	18	76	['P6,269 2794 889 2877']
22	and	and	CC	O	and	_	0	76	['P6,938 2795 1101 2867']
23	most	most	JJS	O	most	amod	24	76	['P6,1144 2800 1358 2868']
24	tetanurans	tetanurans	NNS	O	tetanuran	conj_and	18	76	['P6,1402 2800 1891 2868']
25	(	(	CD	NUMBER	(	dep	17	76	['P6,1943 2794 2143 2886']
26	e.g.	e.g.	FW	O	e.g.	dep	25	76	['P6,1943 2794 2143 2886']
27	,	,	,	O	,	_	0	76	['P6,1943 2794 2143 2886']
28	Allosaurus	Allosaurus	NNP	O	Allosaurus	appos	26	76	['P6,7 2911 521 3001']
29	,	,	,	O	,	_	0	76	['P6,7 2911 521 3001']
30	Deinonychus	Deinonychus	NNP	MISC	Deinonychus	nn	31	76	['P6,556 2911 1188 3003']
31	)	)	NNP	O	)	appos	26	76	['P6,556 2911 1188 3003']
32	,	,	,	O	,	_	0	76	['P6,556 2911 1188 3003']
33	in	in	IN	O	in	_	0	76	['P6,1227 2912 1314 2983']
34	Which	which	WDT	O	which	rel	40	76	['P6,1349 2912 1615 2984']
35	the	the	DT	O	the	det	37	76	['P6,1648 2912 1789 2984']
36	greater	greater	JJR	O	greater	amod	37	76	['P6,1828 2917 2148 3003']
37	tubercle	tubercle	NN	O	tubercle	nsubj	40	76	['P6,13 3028 376 3099']
38	is	is	VBZ	O	be	cop	40	76	['P6,402 3028 470 3100']
39	more	more	RBR	O	more	advmod	40	76	['P6,496 3051 719 3099']
40	prominent	prominent	JJ	O	prominent	rcmod	8	76	['P6,743 3028 1212 3118']
41	and	and	CC	O	and	_	0	76	['P6,1237 3028 1399 3099']
42	more	more	RBR	O	more	conj_and	40	76	['P6,1423 3051 1646 3099']
43	proximally	proximally	RB	O	proximally	advmod	40	76	['P6,1670 3028 2149 3118']

1	66	66	CD	NUMBER	66	_	0	77	['P6,231 3196 269 3223']
2	Revista	Revista	NNP	ORGANIZATION	Revista	nn	8	77	['P6,498 3194 625 3222']
3	del	del	NNP	ORGANIZATION	del	nn	8	77	['P6,637 3193 687 3222']
4	Museo	Museo	NNP	ORGANIZATION	Museo	nn	8	77	['P6,698 3194 807 3222']
5	Argentina	Argentino	NNP	ORGANIZATION	Argentina	nn	8	77	['P6,817 3194 987 3228']
6	de	de	IN	ORGANIZATION	de	amod	8	77	['P6,1000 3193 1037 3222']
7	Ciencias	Ciencias	NNP	ORGANIZATION	Ciencias	nn	8	77	['P6,1052 3193 1193 3222']
8	Naturales	Xaturales	NNP	ORGANIZATION	Naturales	dep	1	77	['P6,1205 3193 1382 3227']
9	,	,	,	O	,	_	0	77	['P6,1205 3193 1382 3227']
10	n.	n.	NNP	O	n.	dep	11	77	['P6,1398 3203 1426 3222']
11	s.	s.	VBD	O	s.	dep	1	77	['P6,1441 3203 1463 3222']
12	8	8	CD	NUMBER	8	num	15	77	['P6,1480 3193 1562 3228']
13	(	(	NN	O	(	nn	15	77	['P6,1480 3193 1562 3228']
14	1	1	CD	NUMBER	1	num	15	77	['P6,1480 3193 1562 3228']
15	)	)	NN	O	)	nsubj	11	77	['P6,1480 3193 1562 3228']
16	,	,	,	O	,	_	0	77	['P6,1480 3193 1562 3228']
17	2006	2006	CD	DATE	2006	dep	1	77	['P6,1577 3195 1661 3222']

1	A		DT	O	a	det	2	78	['P6,269 3296 319 3350']
2	Fig	Fig	NN	O	fig	_	0	78	['P6,230 3728 294 3763']
3	.	.	.	O	.	_	0	78	['P6,230 3728 294 3763']

1	4	4	LS	NUMBER	4	_	0	79	['P6,305 3728 333 3756']
2	.	.	.	O	.	_	0	79	['P6,305 3728 333 3756']

1	Humeri	Humeri	NNP	PERSON	Humeri	_	0	80	['P6,344 3728 477 3756']
2	of	of	IN	O	of	_	0	80	['P6,487 3728 522 3756']
3	several	several	JJ	O	several	amod	4	80	['P6,528 3728 648 3756']
4	abelisauroids	abelisauroids	NNS	O	abelisauroid	prep_of	1	80	['P6,657 3728 884 3756']
5	in	in	IN	O	in	_	0	80	['P6,894 3728 928 3755']
6	proximal	proximal	JJ	O	proximal	amod	7	80	['P6,936 3728 1090 3763']
7	view	view	NN	O	view	prep_in	1	80	['P6,1098 3728 1181 3756']
8	.	.	.	O	.	_	0	80	['P6,1098 3728 1181 3756']

1	A	A	DT	O	a	det	3	81	['P6,1190 3727 1229 3759']
2	)	)	JJ	O	)	amod	3	81	['P6,1190 3727 1229 3759']
3	MCF-PVPH	MCF-PVPH	NN	O	mcf-pvph	_	0	81	['P6,1239 3727 1443 3756']
4	53	53	CD	NUMBER	53	dep	3	81	['P6,1453 3728 1502 3762']
5	,	,	,	O	,	_	0	81	['P6,1453 3728 1502 3762']
6	B	B	NN	O	b	appos	4	81	['P6,1513 3728 1549 3760']
7	)	)	CD	NUMBER	)	num	6	81	['P6,1513 3728 1549 3760']
8	Masiakasaurus	Masiakasaurus	NNP	O	Masiakasaurus	dep	3	81	['P6,1558 3727 1824 3756']
9	(	(	CD	NUMBER	(	num	8	81	['P6,1836 3728 1929 3760']
10	from	from	IN	O	from	_	0	81	['P6,1836 3728 1929 3760']
11	Carrano	Carrano	NNP	PERSON	Carrano	prep_from	8	81	['P6,230 3772 371 3801']
12	et	et	FW	O	et	nn	13	81	['P6,382 3776 411 3801']
13	al.	al.	FW	O	al.	dep	3	81	['P6,422 3772 474 3807']
14	,	,	,	O	,	_	0	81	['P6,422 3772 474 3807']
15	2002	2002	CD	DATE	2002	num	16	81	['P6,488 3772 581 3804']
16	)	)	NN	O	)	dep	3	81	['P6,488 3772 581 3804']
17	and	and	CC	O	and	_	0	81	['P6,595 3772 658 3801']
18	C	C	NN	O	c	nn	20	81	['P6,670 3772 706 3804']
19	)	)	CD	NUMBER	)	num	20	81	['P6,670 3772 706 3804']
20	Carnotaurus	Carnotaurus	NNP	O	Carnotaurus	conj_and	13	81	['P6,721 3772 938 3801']
21	(	(	CD	NUMBER	(	num	22	81	['P6,952 3772 1151 3804']
22	MACN-CH	MACN-CH	NN	O	macn-ch	dep	3	81	['P6,952 3772 1151 3804']
23	894	894	CD	NUMBER	894	num	24	81	['P6,1164 3772 1246 3805']
24	)	)	NN	O	)	dep	22	81	['P6,1164 3772 1246 3805']
25	.	.	.	O	.	_	0	81	['P6,1164 3772 1246 3805']

1	Not	Not	RB	O	not	_	0	82	['P6,1260 3772 1324 3801']
2	to	to	TO	O	to	dep	1	82	['P6,1335 3774 1368 3801']
3	scale	scale	NN	O	scale	pobj	2	82	['P6,1381 3772 1472 3801']
