                  Proc                 Proc ['P1,30 82 109 107']
        Prokennalestes       Prokennalestes ['P3,16 1591 582 1666']
                     )                    ) ['P3,16 1591 582 1666']
                    in                   in ['P3,607 1591 671 1654']
                dental               dental ['P3,696 1591 912 1654']
               formula              formula ['P3,934 1591 1232 1665']
                     ,                    , ['P3,934 1591 1232 1665']
              presence             presence ['P3,1259 1610 1572 1669']
                    of                   of ['P3,1598 1591 1675 1655']
                     a                    a ['P3,1692 1610 1732 1654']
                labial               labial ['P3,1753 1591 1943 1654']
X         postcingulid         post-cinguli ['P3,1966 1599 2139 1669', 'P3,19 1678 317 1756']
X                    ,                   d, ['P3,1966 1599 2139 1669', 'P3,19 1678 317 1756']
                lesser               lesser ['P3,343 1679 549 1741']
           development          development ['P3,571 1679 1026 1756']
                     (                    ( ['P3,1048 1681 1151 1754']
                    or                   or ['P3,1048 1681 1151 1754']
                  lack                 lack ['P3,1173 1679 1343 1754']
                     )                    ) ['P3,1173 1679 1343 1754']
                    of                   of ['P3,1369 1679 1446 1743']
             accessory            accessory ['P3,1463 1697 1809 1756']
                 cusps                cusps ['P3,1834 1697 2030 1756']
                    on                   on ['P3,2055 1697 2140 1742']
                   the                  the ['P3,19 1768 126 1829']
              ultimate             ultimate ['P3,159 1767 445 1830']
                 lower                lower ['P3,479 1768 679 1830']
              premolar             premolar ['P3,710 1768 1050 1845']
                     ,                    , ['P3,710 1768 1050 1845']
                   and                  and ['P3,1088 1768 1216 1830']
                   the                  the ['P3,1248 1768 1357 1830']
              presence             presence ['P3,1391 1786 1704 1845']
                    of                   of ['P3,1739 1768 1816 1831']
                    an                   an ['P3,1842 1786 1924 1830']
X            unreduced            unre-duce ['P3,1957 1786 2139 1830', 'P3,19 1856 251 1929']
X                    ,                   d, ['P3,1957 1786 2139 1830', 'P3,19 1856 251 1929']
                  more                 more ['P3,283 1874 461 1919']
             lingually            lingually ['P3,490 1855 789 1933']
              situated             situated ['P3,820 1855 1095 1919']
             paraconid            paraconid ['P3,1122 1855 1493 1933']
                     .                    . ['P3,1122 1855 1493 1933']
                  OMNH                 OMNH ['P3,98 1944 364 2007']
                 26361                26361 ['P3,415 1945 608 2007']
             preserves            preserves ['P3,660 1963 999 2020']
                 parts                parts ['P3,1049 1952 1225 2020']
                    of                   of ['P3,1277 1944 1354 2007']
                    at                   at ['P3,1397 1952 1461 2007']
                 least                least ['P3,1509 1944 1673 2007']
                   two                  two ['P3,1722 1952 1853 2007']
               incisor              incisor ['P3,1903 1944 2141 2007']
               alveoli              alveoli ['P3,18 2030 273 2104']
                     ,                    , ['P3,18 2030 273 2104']
                   but                  but ['P3,295 2030 410 2093']
                   the                  the ['P3,427 2031 536 2093']
            symphyseal           symphyseal ['P3,559 2031 971 2108']
                region               region ['P3,990 2030 1210 2107']
                    is                   is ['P3,1230 2030 1285 2093']
               crushed              crushed ['P3,1305 2030 1583 2093']
                   and                  and ['P3,1603 2030 1728 2093']
                   the                  the ['P3,1748 2031 1857 2093']
              original             original ['P3,1878 2030 2139 2107']
                number               number ['P3,19 2118 287 2180']
                    of                   of ['P3,318 2118 395 2181']
              incisors             incisors ['P3,420 2118 692 2181']
                   can                  can ['P3,728 2126 965 2181']
                   not                  not ['P3,728 2126 965 2181']
                    be                   be ['P3,997 2119 1080 2181']
            determined           determined ['P3,1115 2118 1533 2181']
                     .                    . ['P3,1115 2118 1533 2181']
             Posterior            Posterior ['P3,1573 2118 1897 2181']
                    to                   to ['P3,1929 2126 1997 2181']
                   the                  the ['P3,2031 2119 2138 2180']
                canine               canine ['P3,17 2206 267 2280']
                     ,                    , ['P3,17 2206 267 2280']
                 which                which ['P3,295 2206 505 2270']
                    is                   is ['P3,529 2206 584 2269']
                broken               broken ['P3,608 2207 855 2270']
                    at                   at ['P3,881 2215 946 2269']
                   its                  its ['P3,969 2207 1050 2269']
                  base                 base ['P3,1075 2207 1256 2280']
                     ,                    , ['P3,1075 2207 1256 2280']
                   the                  the ['P3,1284 2207 1393 2270']
              presence             presence ['P3,1418 2225 1731 2284']
                    of                   of ['P3,1756 2207 1832 2270']
                     a                    a ['P3,1850 2225 1890 2270']
                  pair                 pair ['P3,1911 2206 2049 2285']
                    of                   of ['P3,2070 2206 2147 2270']
               alveoli              alveoli ['P3,16 2294 249 2357']
                   for                  for ['P3,275 2294 379 2357']
X                   P1                   P~ ['P3,406 2296 505 2368']
                     ,                    , ['P3,406 2296 505 2368']
              together             together ['P3,537 2295 830 2372']
                  with                 with ['P3,857 2294 1011 2357']
                   all                  all ['P3,1040 2295 1123 2357']
            succeeding           succeeding ['P3,1154 2294 1541 2371']
                 adult                adult ['P3,1570 2295 1746 2357']
                 teeth                teeth ['P3,1774 2294 1948 2357']
X           originally          orig-inally ['P3,1979 2294 2137 2371', 'P3,16 2382 208 2459']
               present              present ['P3,253 2390 514 2460']
                    in                   in ['P3,560 2382 625 2445']
                   the                  the ['P3,669 2383 778 2445']
                   jaw                  jaw ['P3,815 2382 971 2459']
                     ,                    , ['P3,815 2382 971 2459']
         unambiguously        unambiguously ['P3,1020 2382 1555 2459']
           establishes          establishes ['P3,1602 2383 1983 2445']
                   the                  the ['P3,2030 2383 2136 2445']
            postcanine           postcanine ['P3,15 2470 393 2546']
                dental               dental ['P3,424 2471 639 2531']
               formula              formula ['P3,668 2470 945 2533']
                    as                   as ['P3,973 2489 1046 2531']
                 three                three ['P3,1077 2471 1257 2533']
             premolars            premolars ['P3,1287 2471 1640 2546']
                   and                  and ['P3,1673 2471 1799 2533']
                  four                 four ['P3,1828 2470 1976 2533']
X               molars               mo-lar ['P3,2004 2489 2137 2533', 'P3,15 2557 164 2631']
X                    ,                   s, ['P3,2004 2489 2137 2533', 'P3,15 2557 164 2631']
                   the                  the ['P3,186 2557 294 2620']
             primitive            primitive ['P3,312 2556 628 2635']
                 count                count ['P3,648 2565 846 2620']
                   for                  for ['P3,862 2557 965 2620']
            marsupials           marsupials ['P3,983 2556 1360 2635']
                     (                    ( ['P3,1380 2558 1466 2632']
                     6                    6 ['P3,1380 2558 1466 2632']
                     ,                    , ['P3,1380 2558 1466 2632']
X                   11                   ll ['P3,1492 2557 1614 2632']
                     )                    ) ['P3,1492 2557 1614 2632']
                     .                    . ['P3,1492 2557 1614 2632']
                   The                  The ['P3,1637 2557 1772 2620']
             preserved            preserved ['P3,1791 2557 2137 2635']
              inferior             inferior ['P3,15 2644 277 2708']
                border               border ['P3,295 2645 530 2710']
                    of                   of ['P3,550 2645 627 2708']
                   the                  the ['P3,641 2646 750 2708']
               dentary              dentary ['P3,772 2645 1041 2722']
                  bone                 bone ['P3,1061 2645 1234 2708']
              suggests             suggests ['P3,1259 2653 1551 2722']
                  that                 that ['P3,1574 2646 1710 2707']
                    an                   an ['P3,1732 2664 1813 2707']
X             in?ected            inflected ['P3,1835 2645 2136 2708']
                 angle                angle ['P3,15 2734 197 2810']
                     [                    [ ['P3,234 2734 297 2807']
                     a                    a ['P3,234 2734 297 2807']
            presumably           presumably ['P3,326 2734 737 2811']
             primitive            primitive ['P3,768 2733 1085 2811']
             character            character ['P3,1119 2734 1452 2797']
              retained             retained ['P3,1482 2733 1768 2796']
                    in                   in ['P3,1800 2733 1864 2796']
X           marsupials          marsu-pials ['P3,1898 2752 2136 2796', 'P3,14 2821 175 2898']
                     (                    ( ['P3,212 2822 365 2895']
X                   11                   ll ['P3,212 2822 365 2895']
                     )                    ) ['P3,212 2822 365 2895']
                     ]                    ] ['P3,212 2822 365 2895']
                   was                  was ['P3,403 2840 538 2884']
               present              present ['P3,573 2829 854 2898']
                     .                    . ['P3,573 2829 854 2898']
                   The                  The ['P3,893 2822 1030 2884']
             premolars            premolars ['P3,1065 2822 1418 2899']
                   are                  are ['P3,1454 2840 1563 2884']
                simple               simple ['P3,1601 2821 1850 2899']
                     ,                    , ['P3,1601 2821 1850 2899']
               conical              conical ['P3,1888 2821 2137 2884']
                 cusps                cusps ['P3,15 2927 210 2986']
                  with                 with ['P3,235 2909 390 2972']
                 small                small ['P3,417 2910 599 2972']
                 heels                heels ['P3,624 2910 826 2984']
                     ,                    , ['P3,624 2910 826 2984']
               lacking              lacking ['P3,854 2909 1106 2986']
                   the                  the ['P3,1130 2910 1239 2972']
                antero               antero ['P3,1265 2917 1515 2973']
                     -                    - ['P3,1265 2917 1515 2973']
                   and                  and ['P3,1542 2910 1668 2972']
          posterobasal         posterobasal ['P3,1692 2909 2136 2987']
            expansions           expansions ['P3,15 2996 404 3074']
                  seen                 seen ['P3,433 3015 588 3059']
                  even                 even ['P3,613 3015 779 3059']
                    in                   in ['P3,804 2996 869 3059']
                   the                  the ['P3,895 2997 1003 3059']
              earliest             earliest ['P3,1028 2996 1285 3059']
            eutherians           eutherians ['P3,1309 2996 1674 3060']
                     (                    ( ['P3,1700 2998 1855 3072']
                    12                   12 ['P3,1700 2998 1855 3072']
                     )                    ) ['P3,1700 2998 1855 3072']
                     ;                    ; ['P3,1700 2998 1855 3072']
                   the                  the ['P3,1882 2997 1991 3059']
                  last                 last ['P3,2015 2997 2137 3059']
                    of                   of ['P3,15 3084 91 3148']
                   the                  the ['P3,115 3085 223 3147']
                series               series ['P3,258 3085 481 3158']
                     ,                    , ['P3,258 3085 481 3158']
                    P3                   P3 ['P3,517 3086 617 3159']
                     ,                    , ['P3,517 3086 617 3159']
                    is                   is ['P3,652 3085 707 3148']
                  tall                 tall ['P3,741 3085 850 3148']
                     [                    [ ['P3,886 3086 1180 3159']
               another              another ['P3,886 3086 1180 3159']
               feature              feature ['P3,1209 3085 1457 3148']
                    of                   of ['P3,1490 3085 1567 3148']
            marsupials           marsupials ['P3,1593 3085 1968 3163']
                  that                 that ['P3,2002 3085 2137 3148']
                   may                  may ['P3,15 3191 186 3249']
                     ,                    , ['P3,15 3191 186 3249']
                    or                   or ['P3,206 3191 282 3236']
                   may                  may ['P3,298 3191 446 3249']
                   not                  not ['P3,466 3181 601 3247']
                     ,                    , ['P3,466 3181 601 3247']
                    be                   be ['P3,622 3173 704 3236']
             primitive            primitive ['P3,721 3173 1039 3251']
                     (                    ( ['P3,1059 3174 1197 3248']
                     6                    6 ['P3,1059 3174 1197 3248']
                     )                    ) ['P3,1059 3174 1197 3248']
                     ]                    ] ['P3,1059 3174 1197 3248']
                     .                    . ['P3,1059 3174 1197 3248']
X                   M1                   Mq ['P3,1222 3175 1322 3247']
                    is                   is ['P3,1341 3174 1396 3237']
          considerably         considerably ['P3,1416 3174 1865 3251']
               smaller              smaller ['P3,1885 3174 2139 3236']
                  than                 than ['P3,14 3261 167 3322']
                   the                  the ['P3,212 3261 321 3322']
            succeeding           succeeding ['P3,370 3261 756 3337']
                 teeth                teeth ['P3,801 3262 1000 3334']
                     ,                    , ['P3,801 3262 1000 3334']
                     a                    a ['P3,1051 3279 1089 3324']
             character            character ['P3,1133 3261 1467 3324']
                common               common ['P3,1511 3279 1814 3324']
                    to                   to ['P3,1860 3269 1929 3323']
                  Late                 Late ['P3,1976 3262 2135 3324']
            Cretaceous           Cretaceous ['P3,15 3349 409 3412']
            marsupials           marsupials ['P3,441 3349 818 3425']
                   but                  but ['P3,850 3349 965 3410']
                   not                  not ['P3,995 3357 1109 3412']
             generally            generally ['P3,1139 3349 1461 3425']
                  seen                 seen ['P3,1494 3368 1650 3412']
                 among                among ['P3,1681 3368 1914 3424']
X          tribotheres         tribo-theres ['P3,1944 3349 2135 3412', 'P3,13 3435 227 3496']
                    or                   or ['P3,257 3452 332 3497']
                 early                early ['P3,359 3434 534 3511']
            eutherians           eutherians ['P3,563 3434 949 3497']
                     .                    . ['P3,563 3434 949 3497']
                   The                  The ['P3,985 3434 1119 3497']
                 lower                lower ['P3,1149 3434 1349 3518']
                molars               molars ['P3,1378 3435 1612 3497']
                  have                 have ['P3,1643 3435 1808 3497']
             lingually            lingually ['P3,1837 3434 2134 3511']
                  9414                 9414 ['P4,30 88 188 149']
             Evolution            Evolution ['P4,350 86 718 149']
                     :                    : ['P4,350 86 718 149']
               Cifelli              Cifelli ['P4,752 86 964 150']
                placed               placed ['P4,29 279 280 357']
                     ,                    , ['P4,29 279 280 357']
             unreduced            unreduced ['P4,333 280 705 343']
            paraconids           paraconids ['P4,753 280 1137 358']
                   and                  and ['P4,1189 281 1315 343']
                strong               strong ['P4,1368 289 1586 357']
                labial               labial ['P4,1635 280 1823 343']
X        postcingulids        postcin-gulid ['P4,1871 281 2152 358', 'P4,28 369 258 446']
X                    ,                   s, ['P4,1871 281 2152 358', 'P4,28 369 258 446']
              features             features ['P4,281 369 564 433']
                 found                found ['P4,586 369 790 433']
                    in                   in ['P4,812 370 877 433']
                 early                early ['P4,898 370 1074 447']
            marsupials           marsupials ['P4,1096 370 1475 448']
                   and                  and ['P4,1499 371 1624 434']
                  rare                 rare ['P4,1645 389 1786 434']
                    or                   or ['P4,1808 389 1883 434']
               lacking              lacking ['P4,1902 371 2153 448']
                 among                among ['P4,30 478 262 536']
                 other                other ['P4,279 460 466 523']
             primitive            primitive ['P4,479 459 798 537']
         Tribosphenida        Tribosphenida ['P4,816 460 1327 538']
                     (                    ( ['P4,1345 462 1431 535']
                     6                    6 ['P4,1345 462 1431 535']
                     ,                    , ['P4,1345 462 1431 535']
                    11                   11 ['P4,1456 462 1553 534']
                     ,                    , ['P4,1456 462 1553 534']
                    13                   13 ['P4,1578 462 1703 535']
                     )                    ) ['P4,1578 462 1703 535']
                     ,                    , ['P4,1578 462 1703 535']
              although             although ['P4,1723 461 2027 543']
                   the                  the ['P4,2043 462 2152 524']
            paraconids           paraconids ['P4,28 548 410 625']
                   are                  are ['P4,439 567 548 612']
                   not                  not ['P4,576 558 690 612']
                    so                   so ['P4,718 567 795 612']
             lingually            lingually ['P4,821 548 1122 626']
              situated             situated ['P4,1153 548 1427 613']
                    as                   as ['P4,1454 567 1527 614']
                  they                 they ['P4,1555 550 1709 626']
                   are                  are ['P4,1736 567 1844 614']
                    in                   in ['P4,1872 549 1937 612']
X            Campanian           Cam-panian ['P4,1965 550 2151 615', 'P4,28 638 260 715']
                   and                  and ['P4,284 639 412 701']
                 later                later ['P4,435 639 596 701']
                  taxa                 taxa ['P4,617 646 789 702']
                     .                    . ['P4,617 646 789 702']
                    In                   In ['P4,819 640 892 701']
                 terms                terms ['P4,916 647 1114 702']
                    of                   of ['P4,1139 638 1217 702']
               coronal              coronal ['P4,1232 640 1497 703']
               pattern              pattern ['P4,1520 647 1794 717']
                     ,                    , ['P4,1520 647 1794 717']
                   the                  the ['P4,1821 640 1929 703']
                 lower                lower ['P4,1954 640 2154 703']
                molars               molars ['P4,29 729 263 792']
                  much                 much ['P4,291 729 485 792']
              resemble             resemble ['P4,510 729 828 792']
                 those                those ['P4,855 729 1045 793']
                    of                   of ['P4,1072 729 1150 793']
                   the                  the ['P4,1167 729 1276 792']
               typical              typical ['P4,1302 729 1543 807']
                  Late                 Late ['P4,1569 731 1730 793']
            Cretaceous           Cretaceous ['P4,1757 729 2151 794']
             marsupial            marsupial ['P4,28 818 370 896']
              Alphadon             Alphadon ['P4,402 818 775 896']
                     ,                    , ['P4,402 818 775 896']
                except               except ['P4,815 826 1049 896']
                  that                 that ['P4,1086 819 1222 882']
                   the                  the ['P4,1258 819 1365 882']
           hypoconulid          hypoconulid ['P4,1403 819 1840 897']
                 forms                forms ['P4,1873 819 2076 883']
                     a                    a ['P4,2113 838 2153 883']
X           ?nger-like          finger-like ['P4,26 906 382 984']
            projection           projection ['P4,401 906 760 985']
                   and                  and ['P4,779 908 906 971']
                    is                   is ['P4,924 907 980 971']
                  more                 more ['P4,1001 926 1181 972']
             centrally            centrally ['P4,1199 908 1508 986']
                placed               placed ['P4,1526 907 1755 986']
                    at                   at ['P4,1774 916 1839 972']
                   the                  the ['P4,1856 908 1965 972']
                  back                 back ['P4,1984 908 2151 973']
                    of                   of ['P4,27 998 104 1061']
                   the                  the ['P4,134 998 242 1061']
               talonid              talonid ['P4,282 998 548 1072']
                     ,                    , ['P4,282 998 548 1072']
                   not                  not ['P4,591 1006 706 1062']
             lingually            lingually ['P4,744 998 1045 1076']
               shifted              shifted ['P4,1087 998 1323 1061']
                   and                  and ['P4,1363 999 1490 1061']
               twinned              twinned ['P4,1528 999 1810 1062']
                  with                 with ['P4,1849 999 2002 1062']
                   the                  the ['P4,2041 1000 2149 1062']
             entoconid            entoconid ['P4,26 1088 397 1162']
                     ,                    , ['P4,26 1088 397 1162']
                     a                    a ['P4,419 1107 460 1151']
            diagnostic           diagnostic ['P4,476 1088 832 1166']
             character            character ['P4,852 1089 1187 1152']
                    of                   of ['P4,1203 1089 1280 1152']
           Marsupialia          Marsupialia ['P4,1292 1089 1708 1167']
                     (                    ( ['P4,1726 1089 1904 1164']
                  refs                 refs ['P4,1726 1089 1904 1164']
                     .                    . ['P4,1726 1089 1904 1164']
                    11                   11 ['P4,1931 1091 2002 1152']
                   and                  and ['P4,2024 1090 2150 1153']
                    14                   14 ['P4,30 1179 127 1252']
                     ;                    ; ['P4,30 1179 127 1252']
                   Fig                  Fig ['P4,159 1178 292 1256']
                     .                    . ['P4,159 1178 292 1256']
                     1                    1 ['P4,330 1179 412 1253']
                     )                    ) ['P4,330 1179 412 1253']
                     .                    . ['P4,330 1179 412 1253']
                 Early                Early ['P4,25 1358 213 1432']
               Mammals              Mammals ['P4,240 1358 582 1417']
                   and                  and ['P4,609 1358 737 1418']
             Marsupial            Marsupial ['P4,764 1358 1119 1434']
                Dental               Dental ['P4,1145 1358 1372 1418']
            Characters           Characters ['P4,1400 1358 1779 1419']
                   Few                  Few ['P4,26 1531 177 1593']
                 known                known ['P4,204 1531 442 1594']
             specimens            specimens ['P4,472 1531 837 1608']
                    of                   of ['P4,865 1531 943 1594']
          tribosphenic         tribosphenic ['P4,962 1531 1399 1609']
               mammals              mammals ['P4,1428 1532 1760 1595']
                 older                older ['P4,1789 1532 1971 1595']
                  than                 than ['P4,1996 1533 2148 1595']
             Campanian            Campanian ['P4,26 1620 420 1697']
                   age                  age ['P4,458 1639 575 1697']
               provide              provide ['P4,613 1620 883 1698']
                direct               direct ['P4,922 1620 1125 1684']
              evidence             evidence ['P4,1162 1620 1475 1685']
               bearing              bearing ['P4,1512 1621 1773 1698']
                    on                   on ['P4,1810 1639 1896 1685']
                dental               dental ['P4,1933 1622 2148 1685']
               formula              formula ['P4,22 1709 316 1773']
                     .                    . ['P4,22 1709 316 1773']
                  Even                 Even ['P4,351 1711 535 1773']
                  with                 with ['P4,561 1710 716 1773']
                   the                  the ['P4,742 1711 851 1773']
                  best                 best ['P4,879 1711 1026 1774']
               fossils              fossils ['P4,1049 1710 1270 1774']
             available            available ['P4,1298 1710 1634 1784']
                     ,                    , ['P4,1298 1710 1634 1784']
         establishment        establishment ['P4,1663 1711 2148 1775']
                    of                   of ['P4,24 1798 100 1861']
            homologies           homologies ['P4,115 1799 516 1876']
                   for                  for ['P4,538 1798 643 1863']
            postcanine           postcanine ['P4,662 1799 1044 1877']
                 teeth                teeth ['P4,1068 1800 1243 1863']
                    of                   of ['P4,1267 1799 1344 1863']
       nontribosphenic      nontribosphenic ['P4,1360 1800 1927 1878']
X              mammals              mam-mal ['P4,1950 1819 2147 1863', 'P4,24 1889 207 1963']
X                    ,                   s, ['P4,1950 1819 2147 1863', 'P4,24 1889 207 1963']
          metatherians         metatherians ['P4,240 1889 719 1964']
                     ,                    , ['P4,240 1889 719 1964']
                   and                  and ['P4,752 1890 878 1953']
            eutherians           eutherians ['P4,908 1890 1274 1953']
               remains              remains ['P4,1303 1890 1580 1953']
           problematic          problematic ['P4,1608 1890 2027 1968']
                     (                    ( ['P4,2056 1892 2143 1966']
                     6                    6 ['P4,2056 1892 2143 1966']
                     ,                    , ['P4,2056 1892 2143 1966']
                    15                   15 ['P4,26 1979 123 2053']
                     ,                    , ['P4,26 1979 123 2053']
                    16                   16 ['P4,152 1980 274 2053']
                     )                    ) ['P4,152 1980 274 2053']
                     .                    . ['P4,152 1980 274 2053']
               Despite              Despite ['P4,301 1979 570 2057']
         controversies        controversies ['P4,593 1979 1070 2043']
                  over                 over ['P4,1093 1998 1254 2043']
              homology             homology ['P4,1275 1981 1646 2058']
                     ,                    , ['P4,1275 1981 1646 2058']
               however              however ['P4,1671 1981 1996 2055']
                     ,                    , ['P4,1671 1981 1996 2055']
                    it                   it ['P4,2021 1980 2069 2044']
                    is                   is ['P4,2090 1981 2145 2044']
                likely               likely ['P4,22 2068 214 2146']
                  that                 that ['P4,255 2069 393 2132']
                either               either ['P4,434 2068 639 2133']
                   the                  the ['P4,678 2069 788 2133']
              presence             presence ['P4,829 2088 1143 2148']
                    in                   in ['P4,1185 2069 1252 2133']
                   the                  the ['P4,1293 2070 1401 2133']
                 adult                adult ['P4,1443 2070 1621 2133']
                    of                   of ['P4,1661 2070 1739 2135']
                  only                 only ['P4,1771 2070 1924 2148']
                 three                three ['P4,1967 2071 2145 2134']
         premolariform        premolariform ['P4,21 2159 530 2236']
                 teeth                teeth ['P4,548 2160 724 2222']
                    or                   or ['P4,744 2178 821 2223']
                     a                    a ['P4,837 2178 879 2222']
           combination          combination ['P4,895 2160 1333 2223']
                    of                   of ['P4,1353 2160 1431 2223']
                 three                three ['P4,1440 2161 1621 2223']
         premolariform        premolariform ['P4,1638 2160 2146 2238']
                   and                  and ['P4,22 2248 146 2312']
                  four                 four ['P4,171 2248 321 2312']
            molariform           molariform ['P4,346 2248 740 2313']
                 teeth                teeth ['P4,766 2249 943 2312']
            represents           represents ['P4,969 2257 1336 2327']
                     a                    a ['P4,1364 2268 1405 2313']
               derived              derived ['P4,1430 2249 1693 2314']
             condition            condition ['P4,1721 2250 2049 2314']
                    of                   of ['P4,2075 2250 2153 2314']
            marsupials           marsupials ['P4,22 2339 398 2417']
                within               within ['P4,432 2339 653 2402']
                   the                  the ['P4,685 2340 795 2403']
               context              context ['P4,829 2348 1095 2403']
                    of                   of ['P4,1127 2340 1205 2404']
         Tribosphenida        Tribosphenida ['P4,1228 2340 1740 2418']
                     (                    ( ['P4,1772 2342 1858 2416']
                     6                    6 ['P4,1772 2342 1858 2416']
                     ,                    , ['P4,1772 2342 1858 2416']
                    16                   16 ['P4,1897 2342 2018 2415']
                     )                    ) ['P4,1897 2342 2018 2415']
                     .                    . ['P4,1897 2342 2018 2415']
                    K.                   K. ['P4,2057 2344 2137 2403']
                 juddi                juddi ['P4,6 2429 198 2505']
             possesses            possesses ['P4,235 2447 579 2507']
                   the                  the ['P4,621 2430 729 2493']
             marsupial            marsupial ['P4,772 2429 1118 2508']
                dental               dental ['P4,1158 2430 1374 2493']
               formula              formula ['P4,1413 2430 1690 2494']
                   and                  and ['P4,1728 2431 1854 2494']
               several              several ['P4,1897 2431 2144 2494']
              features             features ['P4,19 2518 300 2582']
                    of                   of ['P4,319 2519 397 2582']
                 lower                lower ['P4,406 2520 607 2582']
                molars               molars ['P4,623 2520 861 2583']
          hypothesized         hypothesized ['P4,880 2520 1349 2598']
                    to                   to ['P4,1366 2528 1435 2583']
             represent            represent ['P4,1453 2528 1784 2598']
             marsupial            marsupial ['P4,1802 2521 2144 2598']
        synapomorphies       synapomorphies ['P4,22 2608 598 2687']
                     (                    ( ['P4,618 2610 704 2684']
                    e.                   e. ['P4,618 2610 704 2684']
                    g.                   g. ['P4,710 2628 771 2687']
                     ,                    , ['P4,784 2658 799 2684']
                 first                first ['P4,820 2609 964 2673']
                 lower                lower ['P4,982 2609 1183 2674']
                 molar                molar ['P4,1200 2609 1405 2674']
          considerably         considerably ['P4,1421 2609 1870 2688']
               smaller              smaller ['P4,1891 2611 2145 2674']
                  than                 than ['P4,20 2699 172 2761']
            succeeding           succeeding ['P4,205 2699 593 2777']
                 teeth                teeth ['P4,623 2701 823 2774']
                     ,                    , ['P4,623 2701 823 2774']
              presence             presence ['P4,857 2718 1172 2778']
                    of                   of ['P4,1203 2700 1280 2764']
                labial               labial ['P4,1303 2700 1493 2764']
          postcingulid         postcingulid ['P4,1523 2701 1999 2778']
                     )                    ) ['P4,1523 2701 1999 2778']
                     ,                    , ['P4,1523 2701 1999 2778']
                   yet                  yet ['P4,2035 2710 2144 2778']
                 lacks                lacks ['P4,19 2789 197 2852']
                   the                  the ['P4,225 2790 333 2853']
                  most                 most ['P4,361 2797 534 2853']
            diagnostic           diagnostic ['P4,560 2789 918 2868']
                 molar                molar ['P4,947 2790 1151 2854']
        specialization       specialization ['P4,1178 2790 1656 2868']
                    of                   of ['P4,1682 2790 1760 2854']
                   the                  the ['P4,1778 2791 1886 2854']
                 group                group ['P4,1913 2810 2138 2869']
                     ,                    , ['P4,1913 2810 2138 2869']
              twinning             twinning ['P4,19 2878 324 2957']
                    of                   of ['P4,341 2879 419 2943']
                   the                  the ['P4,430 2879 539 2943']
           hypoconulid          hypoconulid ['P4,560 2879 999 2958']
                   and                  and ['P4,1019 2880 1147 2943']
             entoconid            entoconid ['P4,1165 2880 1535 2944']
                     .                    . ['P4,1165 2880 1535 2944']
           Furthermore          Furthermore ['P4,1561 2881 2031 2955']
                     ,                    , ['P4,1561 2881 2031 2955']
                    K.                   K. ['P4,2054 2883 2135 2944']
                  Proc                 Proc ['P4,490 3007 677 3067']
                     .                    . ['P4,490 3007 677 3067']
                 Natl.                Natl. ['P4,709 3004 885 3067']
                  Acad                 Acad ['P4,914 3005 1119 3068']
                     .                    . ['P4,914 3005 1119 3068']
X                  Sci                   Sn ['P4,1155 3006 1281 3068']
.                    .                      ['P4,1155 3006 1281 3068']
                   USA                  USA ['P4,1322 3007 1484 3069']
                    90                   90 ['P4,1514 3007 1595 3068']
                     (                    ( ['P4,1622 3007 1832 3082']
                  1993                 1993 ['P4,1622 3007 1832 3082']
                     )                    ) ['P4,1622 3007 1832 3082']
                 juddi                juddi ['P5,7 65 200 141']
                 lacks                lacks ['P5,234 65 413 129']
                   any                  any ['P5,452 84 578 142']
                 known                known ['P5,617 65 855 129']
             apomorphy            apomorphy ['P5,893 67 1296 144']
                  that                 that ['P5,1334 66 1471 129']
                 would                would ['P5,1507 67 1723 130']
              preclude             preclude ['P5,1761 67 2064 145']
                    it                   it ['P5,2102 66 2149 130']
X                 from                f'rom ['P5,20 154 188 217']
              ancestry             ancestry ['P5,212 163 511 231']
                    to                   to ['P5,536 163 606 218']
                   all                  all ['P5,630 155 712 218']
                 known                known ['P5,736 155 975 219']
            marsupials           marsupials ['P5,1000 155 1402 234']
                     .                    . ['P5,1000 155 1402 234']
               Whether              Whether ['P5,1432 156 1739 220']
                   the                  the ['P5,1761 156 1871 219']
               species              species ['P5,1897 156 2147 235']
                    is                   is ['P5,21 244 75 308']
              included             included ['P5,97 245 397 308']
                    in                   in ['P5,418 245 483 308']
                   the                  the ['P5,504 246 613 309']
                 group                group ['P5,633 264 837 324']
                    or                   or ['P5,858 264 934 310']
            considered           considered ['P5,954 246 1339 310']
                    as                   as ['P5,1360 265 1433 310']
                simply               simply ['P5,1458 247 1690 325']
                    an                   an ['P5,1711 265 1794 310']
              advanced             advanced ['P5,1815 247 2148 311']
            tribothere           tribothere ['P5,21 333 367 398']
               depends              depends ['P5,409 335 698 412']
                    on                   on ['P5,741 353 827 399']
X            de?nition           definition ['P5,868 334 1204 399']
                     (                    ( ['P5,1245 337 1373 411']
                    13                   13 ['P5,1245 337 1373 411']
                     ,                    , ['P5,1245 337 1373 411']
                    14                   14 ['P5,1421 336 1547 411']
                     )                    ) ['P5,1421 336 1547 411']
                     ;                    ; ['P5,1421 336 1547 411']
                   the                  the ['P5,1589 336 1699 400']
              earliest             earliest ['P5,1741 335 1996 401']
X            undoubted           un-doubted ['P5,2036 354 2148 401', 'P5,20 425 305 488']
            marsupials           marsupials ['P5,356 425 735 503']
                   are                  are ['P5,786 444 894 489']
