1	RESEARCH	RESEARCH	NN	O	research	nn	2	1	['P1,32 113 286 148']
5	fossils	fossils	NNS	O	fossil	nsubjpass	9	137	['P7,418 2010 645 2073']
6	of	of	IN	O	of	_	0	137	['P7,673 2010 747 2073']
7	Praeaplocoma	Praeaplocoma	NN	LOCATION	praeaplocoma	prep_of	5	137	['P7,760 2010 1282 2089']
8	were	were	VBD	O	be	auxpass	9	137	['P7,1311 2032 1489 2073']
9	discovered	discovered	VBN	O	discover	_	0	137	['P7,1518 2010 1907 2073']
10	in	in	IN	O	in	_	0	137	['P7,1933 2012 2007 2072']
11	the	the	DT	O	the	det	18	137	['P7,2031 2010 2150 2073']
12	Val	Val	NN	ORGANIZATION	val	nn	18	137	['P7,6 2103 135 2166']
13	Badia	Badia	NNP	ORGANIZATION	Badia	nn	18	137	['P7,167 2103 386 2166']
14	Member	Member	NNP	ORGANIZATION	Member	nn	18	137	['P7,416 2103 727 2166']
15	(	(	CD	NUMBER	(	num	18	137	['P7,757 2103 1125 2182']
16	Spathian	Spathian	JJ	O	spathian	amod	18	137	['P7,757 2103 1125 2182']
17	age	age	NN	O	age	nn	18	137	['P7,1157 2103 1308 2182']
18	)	)	NN	O	)	prep_in	9	137	['P7,1157 2103 1308 2182']
19	of	of	IN	O	of	_	0	137	['P7,1341 2103 1415 2166']
20	Costabella	Costabella	NNP	O	Costabella	nn	23	137	['P7,1438 2103 1830 2166']
21	(	(	NNP	O	(	nn	23	137	['P7,1858 2103 2150 2182']
22	Broglio	Broglio	NNP	PERSON	Broglio	nn	23	137	['P7,1858 2103 2150 2182']
23	Loriga	Loriga	NNP	PERSON	Loriga	prep_of	18	137	['P7,9 2195 252 2273']
24	and	and	CC	O	and	_	0	137	['P7,279 2194 417 2257']
25	Cavicchi	Cavicchi	NNP	PERSON	Cavicchi	prep_of	18	137	['P7,445 2194 780 2271']
26	,	,	,	O	,	_	0	137	['P7,445 2194 780 2271']
27	1967	1967	CD	DATE	1967	conj_and	18	137	['P7,815 2197 1007 2271']
28	;	;	:	O	;	_	0	137	['P7,815 2197 1007 2271']
29	Broglio	Broglio	NNP	PERSON	Broglio	nn	30	137	['P7,1037 2194 1303 2273']
30	Loriga	Loriga	NNP	PERSON	Loriga	dep	27	137	['P7,1331 2195 1573 2273']
31	and	and	CC	O	and	_	0	137	['P7,1600 2194 1738 2257']
32	Berti	Berti	NNP	PERSON	Berti	nn	33	137	['P7,1764 2195 1953 2257']
33	Cavicchi	Cav-icch	NNP	PERSON	Cavicchi	conj_and	18	137	['P7,1980 2194 2149 2257', 'P7,8 2287 197 2364']
34	,	i,	,	O	,	_	0	137	['P7,1980 2194 2149 2257', 'P7,8 2287 197 2364']
35	1972	1972	CD	DATE	1972	num	36	137	['P7,226 2287 442 2359']
36	)	)	NN	O	)	appos	33	137	['P7,226 2287 442 2359']
37	.	.	.	O	.	_	0	137	['P7,226 2287 442 2359']

1	Additional	Additional	JJ	O	additional	nsubj	4	138	['P7,462 2287 857 2350']
2	collecting	collecting	VBG	O	collect	amod	1	138	['P7,876 2287 1229 2366']
3	has	has	VBZ	O	have	aux	4	138	['P7,1243 2287 1373 2350']
4	con?rmed	confirmed	VBN	O	con?rmed	_	0	138	['P7,1393 2287 1761 2350']
5	that	that	IN	O	that	complm	9	138	['P7,1777 2287 1934 2350']
6	articulated	artic-ulated	JJ	O	articulated	amod	7	138	['P7,1951 2288 2146 2350', 'P7,8 2378 245 2441']
7	remains	remains	NNS	O	remains	nsubj	9	138	['P7,279 2380 582 2441']
8	are	are	VBP	O	be	cop	9	138	['P7,619 2399 735 2441']
9	common	common	JJ	O	common	ccomp	4	138	['P7,772 2399 1081 2441']
10	within	within	IN	O	within	_	0	138	['P7,1113 2378 1357 2441']
11	this	this	DT	O	this	det	12	138	['P7,1390 2378 1530 2441']
12	unit	unit	NN	O	unit	prep_within	9	138	['P7,1564 2380 1737 2454']
13	,	,	,	O	,	_	0	138	['P7,1564 2380 1737 2454']
14	and	and	CC	O	and	_	0	138	['P7,1776 2378 1913 2441']
15	a	a	DT	O	a	det	17	138	['P7,1948 2399 1990 2441']
16	few	few	JJ	O	few	amod	17	138	['P7,2022 2378 2151 2441']
17	specimens	specimens	NNS	O	specimen	nsubjpass	20	138	['P7,11 2471 391 2549']
18	have	have	VBP	O	have	aux	20	138	['P7,424 2470 601 2533']
19	been	been	VBN	O	be	auxpass	20	138	['P7,633 2470 809 2533']
20	found	found	VBN	O	find	conj_and	4	138	['P7,841 2470 1052 2533']
21	in	in	IN	O	in	_	0	138	['P7,1084 2471 1158 2531']
22	the	the	DT	O	the	det	25	138	['P7,1189 2470 1308 2533']
23	overlying	overlying	JJ	O	overlying	amod	25	138	['P7,1342 2470 1689 2549']
24	Cencenighe	Cencenighe	NNP	O	Cencenighe	nn	25	138	['P7,1721 2470 2150 2549']
25	Member	Member	NNP	O	Member	prep_in	20	138	['P7,8 2561 319 2624']
26	elsewhere	elsewhere	RB	O	elsewhere	advmod	20	138	['P7,350 2561 720 2624']
27	in	in	IN	O	in	_	0	138	['P7,752 2563 826 2623']
28	the	the	DT	O	the	det	32	138	['P7,857 2561 975 2624']
29	southern	southern	JJ	O	southern	amod	32	138	['P7,1010 2561 1341 2624']
30	Dolomites	Dolomites	NNP	O	Dolomites	nn	32	138	['P7,1372 2561 1745 2624']
31	(	(	CD	NUMBER	(	num	32	138	['P7,1776 2561 2148 2640']
32	Hagdorn	Hagdorn	NNP	O	Hagdorn	prep_in	20	138	['P7,1776 2561 2148 2640']
33	,	,	,	O	,	_	0	138	['P7,1776 2561 2148 2640']
34	pers	pers	NNS	O	per	appos	32	138	['P7,9 2675 184 2733']
35	.	.	.	O	.	_	0	138	['P7,9 2675 184 2733']

1	comm.	comm.	NN	O	comm.	_	0	139	['P7,225 2675 485 2731']
2	,	,	,	O	,	_	0	139	['P7,225 2675 485 2731']
3	2004	2004	CD	DATE	2004	num	4	139	['P7,524 2654 745 2726']
4	)	)	NN	O	)	appos	1	139	['P7,524 2654 745 2726']
5	.	.	.	O	.	_	0	139	['P7,524 2654 745 2726']

1	Two	Two	CD	NUMBER	two	num	2	140	['P7,785 2655 940 2717']
2	slabs	slabs	NNS	O	slab	nsubjpass	11	140	['P7,978 2654 1163 2717']
3	containing	containing	VBG	O	contain	partmod	2	140	['P7,1200 2655 1595 2733']
4	separated	separated	JJ	O	separated	acomp	3	140	['P7,1629 2654 1994 2733']
5	but	but	CC	O	but	_	0	140	['P7,2025 2654 2151 2717']
6	still	still	RB	O	still	advmod	7	140	['P7,11 2744 150 2807']
7	articulated	articulated	VBN	O	articulate	acomp	3	140	['P7,181 2744 590 2807']
8	arms	arms	NNS	O	arm	dobj	7	140	['P7,620 2765 806 2807']
9	have	have	VBP	O	have	aux	11	140	['P7,836 2744 1012 2807']
10	been	been	VBN	O	be	auxpass	11	140	['P7,1040 2744 1216 2807']
11	found	found	VBN	O	find	_	0	140	['P7,1244 2744 1456 2807']
12	in	in	IN	O	in	_	0	140	['P7,1484 2746 1558 2806']
13	the	the	DT	O	the	det	15	140	['P7,1585 2744 1704 2807']
14	lower	lower	JJR	O	lower	amod	15	140	['P7,1733 2744 1938 2807']
15	Siusi	Siusi	NN	LOCATION	siusus	prep_in	11	140	['P7,1967 2744 2151 2807']

1	Member	Member	NNP	O	Member	_	0	141	['P7,8 2837 319 2900']
2	(	(	CD	NUMBER	(	num	1	141	['P7,345 2837 588 2916']
3	upper	upper	JJ	O	upper	amod	5	141	['P7,345 2837 588 2916']
4	Griesbachian	Griesbachian	NN	MISC	griesbachian	nn	5	141	['P7,614 2837 1134 2908']
5	)	)	NN	O	)	dep	1	141	['P7,614 2837 1134 2908']
6	near	near	IN	O	near	_	0	141	['P7,1160 2858 1330 2900']
7	Costalunga	Costalunga	NNP	O	Costalunga	nn	9	141	['P7,1356 2837 1780 2916']
8	(	(	NNP	O	(	nn	9	141	['P7,1803 2837 1968 2916']
9	Fig	Fig	NNP	O	Fig	prep_near	5	141	['P7,1803 2837 1968 2916']
10	.	.	.	O	.	_	0	141	['P7,1803 2837 1968 2916']

1	2D	2D	NN	O	2d	_	0	142	['P7,1997 2837 2146 2909']
2	)	)	NN	O	)	dep	1	142	['P7,1997 2837 2146 2909']
3	.	.	.	O	.	_	0	142	['P7,1997 2837 2146 2909']

1	Disarticulated	Disarticulated	VBN	O	disarticulate	dep	5	143	['P7,9 2928 545 2991']
2	ossicles	ossicles	NNS	O	ossicle	nsubjpass	5	143	['P7,567 2928 842 2991']
3	have	have	VBP	O	have	aux	5	143	['P7,864 2928 1040 2991']
4	been	been	VBN	O	be	auxpass	5	143	['P7,1062 2928 1237 2991']
5	recovered	recovered	VBN	O	recover	_	0	143	['P7,1258 2928 1616 2991']
6	from	from	IN	O	from	_	0	143	['P7,1637 2928 1811 2991']
7	many	many	JJ	O	many	amod	8	143	['P7,1831 2950 2042 3007']
8	localities	lo-calities	NNS	O	locality	prep_from	5	143	['P7,2060 2928 2149 2991', 'P7,9 3021 271 3084']
9	across	across	IN	O	across	_	0	143	['P7,304 3042 531 3084']
10	the	the	DT	O	the	det	12	143	['P7,562 3021 681 3084']
11	Dolomites	Dolomites	NNPS	O	Dolomites	nn	12	143	['P7,713 3021 1086 3084']
12	region	region	NN	O	region	prep_across	5	143	['P7,1117 3022 1368 3100']
13	.	.	.	O	.	_	0	143	['P7,1117 3022 1368 3100']

1	They	They	PRP	O	they	nsubj	3	144	['P7,1402 3021 1590 3100']
2	are	are	VBP	O	be	cop	3	144	['P7,1620 3042 1737 3084']
3	present	present	JJ	DATE	present	ccomp	23	144	['P7,1768 3026 2048 3100']
4	in	in	IN	O	in	_	0	144	['P7,2077 3022 2151 3082']
5	bioclastic	bioclastic	JJ	O	bioclastic	amod	9	144	['P7,7 3112 372 3189']
6	,	,	,	O	,	_	0	144	['P7,7 3112 372 3189']
7	distal	distal	JJ	O	distal	amod	9	144	['P7,417 3112 624 3175']
8	storm	storm	NN	O	storm	nn	9	144	['P7,665 3118 879 3175']
9	beds	beds	NNS	O	bed	prep_in	3	144	['P7,917 3112 1105 3189']
10	,	,	,	O	,	_	0	144	['P7,917 3112 1105 3189']
11	and	and	CC	O	and	_	0	144	['P7,1149 3112 1287 3175']
12	gutter	gutter	NN	O	gutter	nsubj	13	144	['P7,1327 3118 1558 3191']
13	casts	casts	VBZ	O	cast	conj_and	3	144	['P7,1597 3118 1779 3175']
14	from	from	IN	O	from	_	0	144	['P7,1819 3112 1993 3175']
15	the	the	DT	O	the	det	17	144	['P7,2031 3112 2149 3175']
16	Mazzin	Mazzin	NNP	O	Mazzin	nn	17	144	['P7,8 3206 282 3267']
17	Member	Member	NNP	O	Member	prep_from	13	144	['P7,302 3205 613 3267']
18	(	(	CD	NUMBER	(	num	17	144	['P7,633 3205 913 3276']
19	middle	middle	JJ	O	middle	amod	20	144	['P7,633 3205 913 3276']
20	Griesbachian	Griesbachian	NNP	O	Griesbachian	dep	17	144	['P7,935 3205 1449 3281']
21	,	,	,	O	,	_	0	144	['P7,935 3205 1449 3281']
22	I	I	PRP	O	I	nsubj	23	144	['P7,1466 3206 1505 3266']
23	sarcicella	sarcicella	VBP	O	sarcicella	_	0	144	['P7,1502 3205 1848 3267']
24	isarcica	isarcica	NN	O	isarcica	dobj	23	144	['P7,1867 3206 2149 3267']
25	Zone	Zone	NNP	O	Zone	tmod	23	144	['P7,9 3296 212 3367']
26	)	)	CD	NUMBER	)	num	25	144	['P7,9 3296 212 3367']
27	through	through	IN	O	through	prep	23	144	['P7,236 3295 535 3374']
28	to	to	TO	O	to	pcomp	27	144	['P7,556 3301 625 3358']
29	the	the	DT	O	the	det	31	144	['P7,649 3295 767 3358']
30	Cencenighe	Cencenighe	NNP	O	Cencenighe	nn	31	144	['P7,792 3295 1221 3374']
31	Member	Member	NNP	O	Member	pobj	28	144	['P7,1244 3295 1555 3358']
32	(	(	CD	NUMBER	(	num	34	144	['P7,1577 3295 1989 3374']
33	Spathian	Spathian	JJ	O	spathian	amod	34	144	['P7,1577 3295 1989 3374']
34	)	)	NN	O	)	dep	31	144	['P7,1577 3295 1989 3374']
35	.	.	.	O	.	_	0	144	['P7,1577 3295 1989 3374']

1	Asteriacites	Asteriaci,tes	NNS	O	asteriacite	nn	2	145	['P7,83 3388 512 3451']
2	lumbricalis	lumbricoli8	NNS	O	lumbricali	nsubjpass	17	145	['P7,535 3388 954 3451']
3	are	are	VBP	O	be	cop	5	145	['P7,979 3409 1096 3451']
4	most	most	RBS	O	most	advmod	5	145	['P7,1118 3393 1299 3451']
5	common	common	JJ	O	common	_	0	145	['P7,1320 3409 1629 3451']
6	in	in	IN	O	in	_	0	145	['P7,1648 3389 1722 3449']
7	the	the	DT	O	the	det	9	145	['P7,1741 3388 1860 3451']
8	Campil	Campil	NNP	O	Campil	nn	9	145	['P7,1883 3388 2152 3467']
9	Member	Member	NNP	O	Member	prep_in	5	145	['P7,8 3479 319 3542']
10	(	(	CD	NUMBER	(	num	12	145	['P7,341 3479 761 3555']
11	Smithian	Smithian	JJ	MISC	smithian	amod	12	145	['P7,341 3479 761 3555']
12	)	)	NN	O	)	dep	9	145	['P7,341 3479 761 3555']
13	,	,	,	O	,	_	0	145	['P7,341 3479 761 3555']
14	and	and	CC	O	and	_	0	145	['P7,787 3479 924 3542']
15	have	have	VBP	O	have	aux	17	145	['P7,945 3479 1121 3542']
16	been	been	VBN	O	be	auxpass	17	145	['P7,1143 3479 1318 3542']
17	found	found	VBN	O	find	conj_and	5	145	['P7,1339 3479 1550 3542']
18	at	at	IN	O	at	_	0	145	['P7,1574 3485 1647 3542']
19	numerous	numerous	JJ	O	numerous	amod	20	145	['P7,1667 3500 2039 3542']
20	locations	lo-cations	NNS	O	location	prep_at	17	145	['P7,2060 3479 2149 3542', 'P7,9 3572 270 3634']
21	across	across	IN	O	across	_	0	145	['P7,297 3592 523 3634']
22	the	the	DT	O	the	det	24	145	['P7,547 3571 666 3634']
23	Dolomites	Dolomites	NNPS	O	Dolomites	nn	24	145	['P7,691 3571 1063 3634']
24	region	region	NN	O	region	prep_across	17	145	['P7,1088 3572 1338 3650']
25	.	.	.	O	.	_	0	145	['P7,1088 3572 1338 3650']

1	They	They	PRP	O	they	nsubjpass	5	146	['P7,1366 3571 1553 3650']
2	are	are	VBP	O	be	auxpass	5	146	['P7,1576 3592 1693 3634']
3	more	more	RBR	O	more	advmod	5	146	['P7,1717 3592 1903 3634']
4	rarely	rarely	RB	O	rarely	advmod	5	146	['P7,1927 3571 2152 3650']
5	encountered	encountered	VBN	O	encounter	_	0	146	['P7,9 3662 468 3725']
6	within	within	IN	O	within	_	0	146	['P7,500 3662 743 3725']
7	the	the	DT	O	the	det	9	146	['P7,775 3662 894 3725']
8	Gastropod	Gastropod	NNP	O	Gastropod	nn	9	146	['P7,929 3662 1314 3741']
9	Oolite	Oolite	NNP	O	Oolite	prep_within	5	146	['P7,1348 3662 1569 3725']
10	and	and	CC	O	and	_	0	146	['P7,1604 3662 1742 3725']
11	Val	Val	NN	PERSON	val	nn	12	146	['P7,1771 3662 1900 3725']
12	Badia	Badia	NNP	PERSON	Badia	conj_and	9	146	['P7,1933 3662 2152 3725']

1	Members	Members	NNS	O	member	_	0	147	['P8,8 14 354 77']
2	of	of	IN	O	of	_	0	147	['P8,389 14 463 77']
3	the	the	DT	O	the	det	7	147	['P8,485 14 603 77']
4	Passo	Passo	NNP	O	Passo	nn	7	147	['P8,637 15 849 77']
5	San	San	NNP	LOCATION	San	nn	7	147	['P8,884 14 1027 77']
6	Pellegrino	Pellegrino	NNP	LOCATION	Pellegrino	nn	7	147	['P8,1059 14 1436 93']
7	region	region	NN	O	region	prep_of	1	147	['P8,1468 15 1720 93']
8	.	.	.	O	.	_	0	147	['P8,1468 15 1720 93']

1	While	While	IN	O	while	mark	4	148	['P8,1754 14 1973 77']
2	it	it	PRP	O	it	nsubjpass	4	148	['P8,2005 15 2060 77']
3	is	is	VBZ	O	be	auxpass	4	148	['P8,2090 15 2149 77']
4	dif?cult	difficult	VBN	O	dif?cult	advcl	31	148	['P8,10 104 297 167']
5	to	to	TO	O	to	aux	6	148	['P8,321 110 390 167']
6	attribute	attribute	VB	O	attribute	xcomp	4	148	['P8,417 104 747 167']
7	disarticulated	disarticulated	JJ	O	disarticulated	amod	8	148	['P8,774 104 1292 167']
8	ossicles	ossicles	NNS	O	ossicle	dobj	6	148	['P8,1316 104 1591 167']
9	or	or	CC	O	or	_	0	148	['P8,1616 125 1690 167']
10	trace	trace	NN	O	trace	nn	11	148	['P8,1711 110 1897 167']
11	fossils	fossils	NNS	O	fossil	dobj	6	148	['P8,1919 104 2146 167']
12	to	to	TO	O	to	_	0	148	['P8,8 202 77 260']
13	particular	particular	JJ	O	particular	amod	15	148	['P8,104 197 478 276']
14	ophiuroid	ophiuroid	JJ	O	ophiuroid	amod	15	148	['P8,503 197 860 276']
15	taxa	taxa	NN	O	taxa	prep_to	6	148	['P8,884 202 1066 274']
16	,	,	,	O	,	_	0	148	['P8,884 202 1066 274']
17	the	the	DT	O	the	appos	15	148	['P8,1093 197 1212 260']
18	overlapping	overlapping	VBG	O	overlap	amod	17	148	['P8,1238 197 1680 276']
19	stratigraphic	stratigraph-i	JJ	O	stratigraphic	amod	21	148	['P8,1703 197 2151 276', 'P8,8 290 86 365']
20	,	c,	,	O	,	_	0	148	['P8,1703 197 2151 276', 'P8,8 290 86 365']
21	geographic	geographic	JJ	O	geographic	amod	17	148	['P8,125 288 549 367']
22	,	,	,	O	,	_	0	148	['P8,125 288 549 367']
23	and	and	CC	O	and	_	0	148	['P8,590 288 727 351']
24	size	size	NN	O	size	nn	25	148	['P8,766 290 902 351']
25	ranges	ranges	NNS	O	range	appos	15	148	['P8,939 308 1188 367']
26	of	of	IN	O	of	_	0	148	['P8,1226 288 1300 351']
27	the	the	DT	O	the	det	29	148	['P8,1326 288 1444 351']
28	Italian	Italian	JJ	MISC	italian	amod	29	148	['P8,1483 288 1734 351']
29	specimens	specimens	NNS	O	specimen	prep_of	25	148	['P8,1771 290 2150 367']
30	strongly	strongly	RB	O	strongly	advmod	31	148	['P8,11 381 315 460']
31	suggest	suggest	VBP	O	suggest	_	0	148	['P8,359 386 639 460']
32	that	that	IN	O	that	complm	42	148	['P8,681 381 837 444']
33	all	all	PDT	O	all	predet	35	148	['P8,881 381 972 444']
34	the	the	DT	O	the	det	35	148	['P8,1015 381 1134 444']
35	body	body	NN	O	body	nsubjpass	42	148	['P8,1176 381 1376 460']
36	-	-	:	O	-	_	0	148	['P8,1176 381 1376 460']
37	and	and	CC	O	and	_	0	148	['P8,1422 381 1560 444']
38	trace-fossil	trace-fossil	NN	O	trace-fossil	conj_and	35	148	['P8,1603 381 2009 444']
39	remains	re-mains	VBZ	O	remain	dep	38	148	['P8,2049 402 2149 444', 'P8,8 474 235 535']
40	can	can	MD	O	can	aux	42	148	['P8,259 493 387 535']
41	be	be	VB	O	be	auxpass	42	148	['P8,408 472 491 535']
42	attributed	attributed	VBN	O	attribute	ccomp	31	148	['P8,517 472 895 535']
43	to	to	TO	O	to	_	0	148	['P8,915 478 984 535']
44	the	the	DT	O	the	det	46	148	['P8,1007 472 1126 535']
45	genus	genus	NN	O	genus	nn	46	148	['P8,1149 492 1366 551']
46	Praeaplocoma	Praeap/ocoma	NN	O	praeaplocoma	prep_to	42	148	['P8,1386 472 1929 551']
47	.	.	.	O	.	_	0	148	['P8,1386 472 1929 551']

1	Nevada	Nevada	NNP	LOCATION	Nevada	_	0	149	['P8,937 677 1224 740']

1	Ophiuroid	Ophiuroid	JJ	O	ophiuroid	amod	3	150	['P8,93 820 472 899']
2	body	body	NN	O	body	nn	3	150	['P8,499 820 675 899']
3	fossils	fossils	NNS	O	fossil	csubjpass	13	150	['P8,702 820 949 897']
4	,	,	,	O	,	_	0	150	['P8,702 820 949 897']
5	trace	trace	NN	O	trace	nn	6	150	['P8,978 826 1164 884']
6	fossils	fossils	NNS	O	fossil	dep	3	150	['P8,1192 820 1439 897']
7	,	,	,	O	,	_	0	150	['P8,1192 820 1439 897']
8	and	and	CC	O	and	_	0	150	['P8,1470 820 1608 884']
9	disarticulated	disarticulated	VBN	O	disarticulate	csubjpass	13	150	['P8,1636 820 2153 884']
10	ossicles	ossicles	NNS	O	ossicle	dobj	9	150	['P8,9 912 284 975']
11	have	have	VBP	O	have	aux	13	150	['P8,324 912 500 975']
12	been	been	VBN	O	be	auxpass	13	150	['P8,538 912 713 975']
13	found	found	VBN	O	find	_	0	150	['P8,751 912 962 975']
14	in	in	IN	O	in	_	0	150	['P8,1000 914 1074 974']
15	Nevada	Nevada	NNP	LOCATION	Nevada	prep_in	13	150	['P8,1111 912 1414 975']
16	.	.	.	O	.	_	0	150	['P8,1111 912 1414 975']

1	The	The	DT	O	the	det	4	151	['P8,1457 912 1598 975']
2	original	original	JJ	O	original	amod	4	151	['P8,1638 912 1925 991']
3	fossil	fossil	NN	O	fossil	nn	4	151	['P8,1961 912 2151 975']
4	specimen	specimen	NN	O	specimen	_	0	151	['P8,18 1004 361 1080']
5	(	(	CD	NUMBER	(	num	6	151	['P8,382 1002 545 1080']
6	Fig	Fig	NN	O	fig	dep	4	151	['P8,382 1002 545 1080']
7	.	.	.	O	.	_	0	151	['P8,382 1002 545 1080']

1	2B	28	NN	O	2b	nn	2	152	['P8,572 1002 697 1073']
2	)	)	NN	O	)	nsubjpass	4	152	['P8,572 1002 697 1073']
3	was	was	VBD	O	be	auxpass	4	152	['P8,718 1023 860 1065']
4	found	found	VBN	O	find	_	0	152	['P8,882 1002 1092 1065']
5	in	in	IN	O	in	_	0	152	['P8,1113 1004 1186 1063']
6	a	a	DT	O	a	det	8	152	['P8,1208 1023 1249 1065']
7	small	small	JJ	O	small	amod	8	152	['P8,1271 1002 1471 1065']
8	piece	piece	NN	O	piece	prep_in	4	152	['P8,1491 1004 1675 1080']
9	of	of	IN	O	of	_	0	152	['P8,1697 1002 1771 1065']
10	silty	silty	NN	O	silty	nn	12	152	['P8,1783 1002 1942 1080']
11	limestone	lime-stone	NN	O	limestone	nn	12	152	['P8,1958 1002 2144 1065', 'P8,18 1097 211 1154']
12	?oat	Goat	NN	O	?oat	prep_of	8	152	['P8,247 1091 412 1154']
13	from	from	IN	O	from	_	0	152	['P8,446 1091 619 1154']
14	the	the	DT	O	the	det	18	152	['P8,653 1092 772 1154']
15	Lower	Lower	NNP	MISC	Lower	nn	18	152	['P8,809 1093 1040 1154']
16	Triassic	Triassic	NNP	MISC	Triassic	nn	18	152	['P8,1074 1093 1367 1154']
17	Thaynes	Thaynes	NNP	MISC	Thaynes	nn	18	152	['P8,1401 1091 1715 1169']
18	Formation	Formation	NN	O	formation	prep_from	4	152	['P8,1751 1093 2142 1154']
19	near	near	IN	O	near	_	0	152	['P8,16 1201 185 1243']
20	Palomino	Palomino	NNP	LOCATION	Palomino	nn	21	152	['P8,202 1180 550 1243']
21	Ridge	Ridge	NNP	LOCATION	Ridge	prep_near	18	152	['P8,570 1180 780 1258']
22	in	in	IN	O	in	_	0	152	['P8,799 1182 872 1241']
23	Nevada	Nevada	NNP	LOCATION	Nevada	prep_in	21	152	['P8,889 1180 1174 1243']
24	(	(	CD	NUMBER	(	number	25	152	['P8,1192 1181 1556 1251']
25	40.367	40.367	CD	NUMBER	40.367	num	30	152	['P8,1192 1181 1556 1251']
26	?	'	NN	O	?	nn	30	152	['P8,1192 1181 1556 1251']
27	N	N	NN	O	n	nn	30	152	['P8,1192 1181 1556 1251']
28	114.834	114.834	CD	NUMBER	114.834	number	29	152	['P8,1579 1181 1988 1256']
29	?	'	CD	NUMBER	?	num	30	152	['P8,1579 1181 1988 1256']
30	W	W	NN	O	w	dep	23	152	['P8,1579 1181 1988 1256']
31	;	;	:	O	;	_	0	152	['P8,1579 1181 1988 1256']
32	Fig	Fig	NN	O	fig	dep	23	152	['P8,2004 1181 2141 1258']
33	.	.	.	O	.	_	0	152	['P8,2004 1181 2141 1258']

1	1	1	CD	NUMBER	1	_	0	153	['P8,22 1270 102 1341']
2	)	)	NN	O	)	dep	1	153	['P8,22 1270 102 1341']
3	.	.	.	O	.	_	0	153	['P8,22 1270 102 1341']

1	The	The	DT	O	the	det	2	154	['P8,132 1270 272 1332']
2	ophiuroid	ophiuroid	NN	O	ophiuroid	nsubj	4	154	['P8,299 1269 654 1347']
3	is	is	VBZ	O	be	aux	4	154	['P8,679 1271 738 1332']
4	lying	lying	VBG	O	lie	_	0	154	['P8,764 1269 950 1347']
5	across	across	IN	O	across	_	0	154	['P8,975 1291 1200 1332']
6	the	the	DT	O	the	det	7	154	['P8,1226 1269 1344 1332']
7	surface	surface	NN	O	surface	prep_across	4	154	['P8,1372 1269 1636 1332']
8	of	of	IN	O	of	_	0	154	['P8,1663 1269 1737 1332']
9	an	an	DT	O	a	det	11	154	['P8,1753 1291 1844 1332']
10	Eumorphotis	Eumor-photis	NN	MISC	eumorphoti	nn	11	154	['P8,1864 1271 2141 1332', 'P8,6 1358 235 1436']
11	valve	valve	NN	O	valve	prep_of	7	154	['P8,280 1358 495 1434']
12	,	,	,	O	,	_	0	154	['P8,280 1358 495 1434']
13	which	which	WDT	O	which	nsubj	14	154	['P8,541 1358 762 1421']
14	indicates	indicates	VBZ	O	indicate	rcmod	11	154	['P8,805 1358 1137 1421']
15	a	a	DT	O	a	det	20	154	['P8,1184 1379 1225 1421']
16	probable	probable	JJ	O	probable	amod	20	154	['P8,1268 1358 1586 1436']
17	Smithian	Smithian	JJ	MISC	smithian	amod	20	154	['P8,1633 1358 1977 1421']
18	age	age	NN	O	age	nn	20	154	['P8,2020 1378 2143 1436']
19	(	(	CD	NUMBER	(	num	20	154	['P8,17 1448 180 1525']
20	Fig	Fig	NN	O	fig	dobj	14	154	['P8,17 1448 180 1525']
21	.	.	.	O	.	_	0	154	['P8,17 1448 180 1525']

1	4	4	CD	NUMBER	4	_	0	155	['P8,210 1448 295 1519']
2	)	)	NN	O	)	dep	1	155	['P8,210 1448 295 1519']
3	.	.	.	O	.	_	0	155	['P8,210 1448 295 1519']

1	Microgastropods	Microgastropods	NNPS	O	Microgastropods	nsubj	3	156	['P8,325 1447 937 1525']
2	and	and	CC	O	and	cc	3	156	['P8,964 1447 1101 1510']
3	disarticulated	disarticulated	VBN	O	disarticulate	_	0	156	['P8,1127 1448 1641 1510']
4	ophiuroid	ophiuroid	JJ	O	ophiuroid	amod	5	156	['P8,1665 1447 2020 1525']
5	ossicles	os-sicles	NNS	O	ossicle	nsubjpass	7	156	['P8,2043 1469 2142 1510', 'P8,18 1536 212 1599']
6	are	are	VBP	O	be	auxpass	7	156	['P8,250 1557 366 1599']
7	scattered	scattered	VBN	O	scatter	ccomp	3	156	['P8,405 1536 743 1599']
8	within	within	IN	O	within	_	0	156	['P8,777 1536 1019 1599']
9	the	the	DT	O	the	det	11	156	['P8,1052 1536 1170 1599']
10	surrounding	surrounding	VBG	O	surround	amod	11	156	['P8,1208 1536 1667 1614']
11	matrix	matrix	NN	O	matrix	prep_within	7	156	['P8,1699 1538 1966 1599']
12	.	.	.	O	.	_	0	156	['P8,1699 1538 1966 1599']

1	The	The	DT	O	the	det	2	157	['P8,2002 1536 2143 1599']
2	specimens	specimens	NNS	O	specimen	nsubjpass	8	157	['P8,18 1627 396 1703']
3	collected	collected	VBN	O	collect	partmod	2	157	['P8,419 1625 736 1688']
4	from	from	IN	O	from	prep	3	157	['P8,757 1625 930 1688']
5	near	near	IN	O	near	pcomp	4	157	['P8,950 1647 1119 1688']
6	Montello	Montello	NNP	LOCATION	Montello	pobj	5	157	['P8,1139 1625 1464 1688']
